109.519452	36.616152
109.520586	36.616856
109.520709	36.616957
109.520765	36.617309
109.519493	36.616195
109.520729	36.617297
109.520906	36.617133
109.520689	36.617304
109.520548	36.616846
109.520656	36.617248
109.520728	36.617238
109.519422	36.616157
109.519813	36.616389
109.520932	36.617216
109.520707	36.617261
109.520731	36.617304
109.519472	36.616178
109.5198416	36.61635744
109.52073	36.617213
109.519424	36.616177
109.520759	36.61723
109.520686	36.617302
109.520772	36.61724
109.520855	36.617112
109.520628	36.617382
109.519853	36.616438
109.520914	36.61712
109.52084	36.617159
109.519899	36.616496
109.5200295	36.61635599
109.52086	36.617164
109.520898	36.617183
109.520416	36.616789
109.520303	36.61672
109.520763	36.617372
109.520738	36.61727
109.520656	36.617325
109.520533	36.617293
109.520661	36.617264
109.520859	36.617259
109.52072	36.617282
109.520711	36.617299
109.519531	36.61623
109.519493	36.616213
109.520543	36.617289
109.520676	36.617284
109.5204401	36.61723635
109.520834	36.617234
109.520852	36.617169
109.520702	36.617283
109.520861	36.617261
109.520819	36.617143
109.519946	36.616393
109.520562	36.61738
109.520822	36.617141
109.520885	36.617116
109.520749	36.617315
109.520799	36.617253
109.519805	36.616428
109.519545	36.616185
109.520737	36.617289
109.520923	36.617091
109.520746	36.617256
109.51996	36.616466
109.519883	36.616419
109.520662	36.617302
109.519937	36.616475
109.520659	36.617287
109.520759	36.617261
109.520431	36.616778
109.52062	36.617289
109.520601	36.616878
109.519803	36.616403
109.520952	36.617145
109.520729	36.617309
109.5208	36.617241
109.520897	36.617208
109.520686	36.617129
109.520849	36.617225
109.5206442	36.61725848
109.520622	36.617315
109.519997	36.616531
109.520771	36.61687019
109.520795	36.617001
109.520875	36.617102
109.520775	36.617223
109.520709	36.617292
109.520618	36.617248
109.519396	36.61615
109.519845	36.616419
109.520094	36.616351
109.520731	36.617269
109.519631	36.616317
109.520827	36.617113
109.520749	36.617261
109.520669	36.617272
109.520823	36.617031
109.519473	36.61617
109.5207899	36.61683811
109.520679	36.617328
109.520836	36.617067
109.52048	36.61678
109.520826	36.617123
109.520653	36.617285
