food,hotel,shopping,service,beauty,travel,entertainment,sports,education,media,medicine,car,traffic,finace,estate,company,government
0,6,6,26,14,5,0,0,36,0,1,0,5,47,30,2,15
3,0,5,51,6,0,0,0,46,0,7,0,4,6,55,1,11
11,5,8,19,3,2,7,1,41,0,17,0,8,7,44,10,9
3,0,23,52,12,2,0,2,16,0,13,20,21,7,8,2,9
5,9,30,17,4,2,3,0,12,2,23,0,2,27,24,11,20
20,8,24,9,2,2,8,1,10,1,8,30,35,7,14,2,10
8,3,24,46,2,0,0,3,20,0,3,4,31,18,3,10,15
15,1,17,7,2,0,0,0,10,0,22,0,11,11,84,0,13
2,3,9,5,5,2,0,0,30,0,12,0,9,28,71,6,11
10,10,9,36,11,4,8,5,14,0,15,0,6,21,9,11,24
2,14,20,27,9,1,1,1,20,0,25,2,25,13,15,0,16
13,18,25,28,23,1,6,2,18,0,14,0,5,14,9,9,8
12,9,30,37,15,1,8,0,11,1,1,1,14,12,5,7,27
6,38,27,14,11,17,2,0,11,0,6,0,26,8,18,1,6
5,7,11,19,16,5,5,2,23,0,12,1,7,9,54,1,12
11,1,7,7,5,1,0,0,21,0,45,29,10,6,34,5,9
11,11,13,31,10,2,2,1,10,4,6,5,43,15,8,1,17
7,0,32,32,10,3,7,3,4,0,18,23,28,0,9,2,15
10,8,4,25,0,16,3,0,12,0,11,4,43,19,9,4,25
15,0,16,5,13,2,4,2,23,0,12,18,7,6,39,9,20
7,0,0,40,11,0,0,0,99,0,1,6,9,5,17,0,0
1,23,13,30,0,0,1,0,21,0,2,2,13,2,38,7,39
9,3,9,11,26,4,0,2,41,2,9,9,10,6,15,2,34
19,5,13,25,2,26,17,0,1,7,15,0,23,0,8,3,28
6,3,31,13,7,0,2,0,11,0,0,23,26,3,59,1,6
9,7,24,36,10,2,3,0,16,0,10,2,14,11,5,9,34
11,0,61,23,26,0,0,0,5,0,12,0,4,7,34,12,1
27,10,8,7,5,7,1,0,46,4,3,1,22,5,3,2,38
24,9,16,13,11,4,0,0,8,0,18,8,43,11,3,7,14
0,0,17,0,9,0,0,0,11,0,20,0,1,3,21,10,102
8,5,18,5,6,4,10,0,10,0,14,12,20,0,8,7,32
7,6,22,12,12,0,9,0,0,0,6,3,104,3,1,0,9
11,4,21,20,11,6,2,0,10,1,6,23,9,7,17,4,39
5,1,11,2,8,0,0,0,8,0,13,0,1,4,21,10,22
13,0,10,17,8,0,2,0,28,3,9,17,22,4,8,0,11
2,2,12,45,13,5,3,0,15,1,7,10,23,9,21,2,23
2,0,12,40,14,0,10,0,23,3,1,5,51,12,11,0,9
10,4,8,10,5,1,3,1,3,6,9,3,16,6,10,1,12
7,11,5,11,2,11,3,2,15,0,5,1,30,6,67,2,14
8,0,26,17,0,0,0,0,28,0,20,14,31,2,8,0,4
1,0,0,1,0,1,0,0,5,0,1,50,0,1,121,1,12
7,5,9,9,3,5,3,1,28,0,11,0,9,10,3,6,20
19,4,6,17,8,19,3,0,25,2,11,4,25,6,25,6,11
6,5,48,15,9,1,6,1,0,1,11,0,26,14,10,0,39
8,44,17,8,3,1,1,0,6,0,10,1,39,7,44,2,1
2,2,8,44,5,0,3,0,38,0,2,1,17,1,0,42,26
14,0,14,18,6,0,0,1,10,0,7,40,7,6,24,3,12
8,4,25,29,15,0,8,0,27,0,23,0,10,0,22,13,11
0,0,42,0,11,0,0,0,12,0,65,0,0,27,38,1,0
17,0,15,8,0,0,0,0,19,0,48,0,10,3,43,16,17
7,1,2,6,4,2,4,1,20,0,5,1,8,16,54,7,14
28,0,32,24,14,0,10,0,18,0,36,6,6,8,4,3,3
12,5,75,10,4,5,0,1,8,4,4,9,18,17,3,6,10
6,1,27,8,16,1,0,0,18,0,31,0,9,7,39,14,16
0,0,27,58,9,0,0,0,19,0,0,9,0,0,1,7,67
10,3,1,13,0,3,0,0,61,3,10,0,10,3,65,3,8
4,0,0,15,0,0,0,0,44,0,32,0,0,0,84,18,0
2,5,0,4,3,10,6,0,30,0,1,25,50,4,43,0,10
16,2,23,15,0,0,7,0,44,0,15,7,29,1,0,12,23
8,7,29,35,9,10,2,0,16,0,14,3,16,6,6,7,23
4,4,7,24,8,2,5,4,15,0,10,3,9,54,16,7,19
4,3,32,6,11,0,3,0,103,0,4,0,10,4,11,0,1
19,9,17,20,11,0,4,4,30,1,18,0,7,15,26,11,1
1,0,30,44,8,0,0,0,20,0,5,1,24,20,3,9,28
2,0,48,13,4,0,0,0,21,0,18,47,1,3,1,17,20
17,0,2,39,0,8,0,0,6,0,0,9,0,0,0,11,0
8,6,11,45,33,1,5,0,13,1,23,0,8,7,9,14,10
0,0,0,0,0,12,10,0,20,0,0,26,26,0,34,0,12
19,0,63,23,5,2,9,0,7,0,4,9,6,18,0,11,18
7,9,5,42,2,2,0,0,0,0,5,8,40,7,11,0,8
23,4,3,50,5,1,0,0,10,0,23,12,38,3,0,0,21
1,0,0,30,0,1,3,0,103,0,0,0,4,25,27,0,0
0,1,0,0,3,54,0,0,0,0,1,0,13,21,28,0,74
78,0,0,0,0,0,0,0,34,0,0,0,23,0,64,0,0
30,0,8,37,9,1,2,0,61,0,1,0,0,10,36,0,0
3,1,5,3,0,2,0,0,3,0,6,133,4,1,22,2,9
2,1,66,56,2,0,0,0,46,0,0,2,3,0,1,0,14
4,4,19,24,8,0,3,7,17,0,9,7,34,0,22,9,26
23,7,16,14,9,2,9,1,12,0,24,0,13,16,28,6,13
18,2,24,18,5,0,2,0,0,0,0,114,5,4,0,0,1
14,0,12,9,1,0,0,0,38,3,5,26,14,4,4,0,9
34,0,38,22,9,0,0,2,16,0,20,0,0,2,48,3,2
33,11,6,6,7,17,3,1,19,3,4,0,18,18,22,6,20
0,0,35,0,15,0,0,0,17,0,49,0,0,14,50,10,7
12,23,15,14,15,1,4,0,4,1,6,1,79,8,2,1,7
0,0,11,10,11,10,0,0,28,0,4,16,0,3,9,0,2
17,13,15,6,4,0,0,0,11,0,12,45,30,9,17,0,13
14,7,25,12,4,4,4,1,9,1,7,2,13,6,74,2,6
11,6,17,25,15,1,2,1,15,2,5,10,53,6,9,2,13
9,14,26,40,16,1,1,1,19,0,18,1,12,5,17,8,4
0,0,4,27,1,1,0,0,23,1,23,18,52,0,29,0,14
10,11,34,9,18,0,2,0,10,7,2,33,11,6,15,3,15
9,6,9,23,11,1,6,2,13,0,31,0,15,19,20,12,15
10,29,2,16,13,3,0,0,0,0,14,0,85,1,8,1,14
8,8,11,7,1,7,9,2,5,2,6,63,3,7,36,0,16
9,6,9,9,4,0,1,0,5,2,3,109,4,6,10,2,11
7,0,18,30,2,0,0,0,20,0,22,7,2,2,76,1,6
31,2,11,10,7,4,13,3,25,0,12,0,6,7,38,7,15
0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
0,0,7,21,42,0,0,0,10,0,0,0,0,0,117,0,0
14,0,7,13,0,0,0,0,14,0,1,71,2,0,0,5,69
17,9,11,13,1,9,1,0,21,0,24,20,10,4,6,3,42
9,7,25,37,7,16,4,0,14,0,9,5,11,5,6,6,31
9,5,23,13,17,0,0,0,30,0,5,2,79,3,0,5,3
6,6,43,32,15,2,2,0,14,0,11,1,24,6,3,7,20
7,9,2,36,29,0,0,1,55,3,12,13,20,0,3,1,1
13,7,8,6,5,0,6,4,12,0,16,4,31,16,45,1,17
12,10,19,11,4,1,0,0,7,0,23,0,17,7,19,10,54
10,0,18,32,15,0,3,5,26,0,24,0,17,6,16,8,13
9,0,7,34,0,0,0,1,0,0,4,84,18,3,0,12,22
7,0,3,53,8,0,0,6,0,0,37,0,8,33,17,0,23
9,1,23,51,16,1,3,0,9,5,13,1,23,15,4,0,18
4,6,3,5,1,0,4,0,4,0,17,0,3,2,55,8,2
20,3,11,17,9,0,1,0,4,0,5,95,12,2,1,9,6
1,2,37,86,6,0,0,0,2,2,2,5,4,1,3,0,43
16,5,4,28,10,0,0,0,28,4,29,1,20,5,16,0,29
13,10,3,13,1,39,5,2,25,0,9,6,8,12,15,4,26
10,9,4,9,0,12,1,2,27,4,16,15,2,6,12,1,62
0,0,20,9,1,4,0,1,15,12,3,0,10,1,11,1,53
9,4,11,19,22,4,2,1,23,0,27,0,8,4,37,4,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,26,15,5,0,0,32,0,34,0,1,10,48,0,22
6,7,4,6,4,25,1,0,76,3,5,2,17,20,5,3,8
2,0,0,15,15,0,2,2,38,0,6,0,0,11,19,1,84
17,9,18,17,3,8,6,1,16,2,23,12,13,8,5,2,32
12,3,12,17,4,27,9,0,2,9,3,6,21,8,37,0,11
0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,6
10,5,6,86,1,3,6,1,13,0,3,22,7,7,6,3,11
37,0,49,1,0,0,4,0,0,0,1,0,29,27,5,35,5
0,6,0,49,0,0,7,0,4,0,9,0,73,0,38,6,4
4,15,3,28,1,0,0,0,0,0,1,4,11,1,84,3,38
30,15,14,22,9,11,7,2,1,4,9,7,24,12,4,5,15
12,16,18,3,1,16,17,10,14,3,18,0,5,19,11,0,29
3,0,2,53,27,0,4,4,16,0,13,10,3,28,21,3,6
0,5,10,5,2,0,0,0,16,0,17,18,52,0,13,24,4
7,5,4,8,4,0,1,1,0,0,2,0,13,23,21,1,100
6,3,14,35,3,0,3,1,81,4,4,8,12,9,4,0,5
0,0,0,7,38,4,0,0,24,0,65,0,16,15,17,4,6
7,4,32,32,6,0,5,0,9,0,15,16,10,0,1,0,31
14,8,0,6,1,4,0,0,2,0,27,54,28,0,8,1,10
10,8,33,39,15,1,7,0,11,1,1,1,14,10,3,6,31
6,4,12,5,2,1,0,0,6,0,10,17,111,4,14,1,0
13,2,6,42,4,0,0,0,37,0,15,0,16,9,9,0,41
11,3,56,19,0,24,21,0,12,3,17,0,7,0,19,0,3
4,3,19,20,9,0,4,3,12,1,16,49,20,3,17,2,10
1,6,51,4,3,0,0,0,18,0,18,0,0,2,29,6,11
20,0,21,40,32,0,0,0,0,0,0,0,0,0,57,0,28
0,9,20,15,5,0,4,3,42,10,12,0,3,11,31,0,28
4,13,15,9,2,9,0,4,7,0,5,58,42,0,12,6,7
25,3,7,21,3,27,3,3,22,0,15,0,22,7,8,5,19
0,0,24,57,2,0,0,0,21,0,0,3,25,19,1,7,35
10,4,14,115,5,1,5,0,9,1,2,0,11,8,1,1,5
4,4,15,14,3,5,1,0,8,0,9,0,7,10,19,6,87
0,17,72,0,0,0,2,0,19,0,38,0,0,0,50,0,0
8,14,56,12,18,0,8,0,0,0,0,27,37,8,0,1,3
9,8,10,4,5,0,2,1,6,1,4,0,7,6,68,0,13
14,13,23,10,2,10,6,5,17,4,22,1,16,16,9,3,20
12,10,9,15,10,0,6,1,51,3,7,8,13,18,12,2,15
2,1,28,19,39,0,0,0,3,0,3,0,0,1,31,3,12
24,6,5,27,2,0,5,1,20,0,13,24,23,1,32,6,2
0,0,6,0,0,0,0,0,67,0,45,17,0,37,23,0,0
19,9,27,27,8,2,5,0,10,1,11,6,44,12,1,1,8
1,33,0,3,5,11,0,0,52,0,27,9,32,0,19,0,3
12,0,7,43,0,0,0,0,26,0,7,12,38,18,0,6,25
34,0,56,25,0,33,0,0,10,0,14,3,0,0,6,13,0
8,1,7,15,10,8,3,1,29,0,10,1,27,17,18,14,23
8,2,7,26,0,0,7,0,1,0,0,8,11,14,14,5,14
9,0,7,28,6,0,5,0,7,1,13,3,12,1,55,4,43
15,5,18,18,6,33,12,0,2,12,4,8,29,11,4,0,15
10,9,30,39,16,3,8,0,13,3,1,0,11,8,6,7,26
