109.495947	36.554013
109.496484	36.554051
109.495847	36.554204
109.495853	36.554187
109.496003	36.554046
109.495888	36.554153
109.496243	36.554019
109.496007	36.553894
109.495848	36.554023
109.496335	36.554064
109.495873	36.554095
109.495864	36.554151
109.495845	36.554189
109.496129	36.554088
109.497146	36.553766
109.496317	36.554063
109.496256	36.553921
109.496898	36.554159
109.495851	36.554238
109.495875	36.55408
109.497125	36.553842
109.495846	36.554111
109.496127	36.554062
109.495854	36.554233
109.496095	36.55405
109.495993	36.554016
109.496081	36.553971
109.496496	36.554089
109.495864	36.554312
109.496287	36.554082
109.496718	36.554133
109.497176	36.553689
109.495835	36.554262
109.497027	36.553887
109.496215	36.554069
109.496318	36.554125
109.496272	36.554079
109.496308	36.554068
109.496372	36.554127
109.495867	36.554245
109.496265	36.554098
109.496114	36.554132
109.495872	36.554218
109.496433	36.554089
109.496423	36.554076
109.497129	36.553811
109.496265	36.554313
109.496304	36.554093
109.497058	36.55397
109.497059	36.553857
109.496648	36.554155
109.49676	36.554134
109.49601	36.553913
109.496248	36.554038
109.495877	36.554246
109.49716	36.553863
109.495862	36.554098
109.495846	36.554241
109.496025	36.553748
109.496423	36.55413
109.495995	36.554018
109.495991	36.553855
109.496224	36.554062
109.495865	36.554153
109.495962	36.554052
109.495843	36.554219
109.49598	36.55409
109.496417	36.554051
109.496137	36.554112
109.496256	36.554046
109.495967	36.554071
109.496288	36.55406
109.496489	36.554066
109.496104	36.553999
109.496051	36.553648
109.496911	36.554115
109.496457	36.554072
109.495843	36.554194
109.496244	36.554068
109.497159	36.553674
109.495829	36.554372
109.496117	36.554062
109.49585	36.554349
109.49625	36.554064
109.496302	36.554081
109.496075	36.554034
109.496145	36.554053
109.495837	36.554376
109.497124	36.553839
109.496065	36.554134
109.495903	36.554172
109.495868	36.554162
109.49714	36.553744
109.495846	36.55426
109.49585	36.554197
109.495849	36.554063
109.497174	36.553651
109.496368	36.55413
109.496449	36.554075
109.496416	36.554084
109.496406	36.554075
109.496288	36.554071
109.495856	36.554168
109.495846	36.554245
109.495855	36.554167
109.495844	36.554245
109.49609	36.55414
109.496021	36.553665
109.496057	36.554047
109.496008	36.554135
109.49629	36.554079
109.496006	36.554073
109.495828	36.554225
109.496225	36.554057
109.496143	36.554045
109.496041	36.554031
109.49611	36.554055
109.495977	36.553875
109.496086	36.554078
109.496653	36.554144
109.496103	36.554041
109.496279	36.554075
109.495917	36.55403
109.495853	36.554051
109.496666	36.554146
109.496098	36.554069
109.496135	36.554061
109.496332	36.55411
109.496049	36.554077
109.496502	36.554093
109.497169	36.55397
109.495837	36.554335
109.495937	36.55404
109.496037	36.554141
109.496502	36.55408
109.495973	36.554045
109.496271	36.554069
109.496378	36.554497
109.495857	36.554186
109.495866	36.554198
109.495872	36.554035
109.496211	36.554053
109.49618	36.554089
109.497128	36.553824
109.496258	36.554053
109.496084	36.554059
109.496145	36.554123
109.495961	36.55408
109.496106	36.554046
109.497146	36.553848
109.496357	36.554052
109.496326	36.554064
109.495959	36.55408
109.495858	36.554159
109.496081	36.554112
109.496247	36.554058
109.497159	36.553681
109.496649	36.554093
109.495917	36.554172
109.495858	36.554369
109.496262	36.554055
109.495848	36.554178
109.496074	36.554089
109.496223	36.55407
109.496129	36.554109
109.496472	36.554101
109.495856	36.554154
109.49627	36.554079
109.496262	36.554063
109.497074	36.553793
109.49587	36.554083
109.495843	36.554212
109.495989	36.554029
109.495842	36.554219
109.496294	36.554135
109.496287	36.554058
109.496073	36.554045
