food,hotel,shopping,service,beauty,travel,entertainment,sports,education,media,medicine,car,traffic,finace,estate,company,government
6,2,23,20,5,0,4,1,17,0,13,17,11,7,16,3,45
19,5,13,17,6,3,4,1,15,0,17,0,17,6,43,5,19
11,7,17,18,4,64,6,3,14,4,3,4,13,7,1,0,15
19,9,21,16,14,2,4,1,5,2,17,9,32,7,13,6,13
8,16,11,24,8,9,3,0,15,1,8,0,23,8,27,6,24
11,15,14,23,6,1,4,0,4,4,6,4,17,6,48,3,26
10,6,16,16,7,4,3,0,20,3,8,0,9,7,30,6,45
25,3,14,15,6,4,5,2,31,0,10,0,9,10,40,5,15
18,6,22,18,10,2,6,1,12,2,10,3,16,13,19,5,27
22,3,15,21,10,4,3,0,19,4,14,15,15,7,19,2,18
9,7,18,19,8,9,4,0,15,1,7,1,18,24,21,3,27
8,1,13,22,9,0,4,0,26,1,34,6,12,4,17,2,16
3,1,8,10,3,2,1,1,98,0,8,0,17,11,12,1,18
3,2,17,40,14,0,2,0,12,0,3,28,3,2,13,8,45
21,4,21,19,19,2,2,1,8,2,11,32,12,3,7,4,25
0,0,14,20,28,13,0,0,21,0,33,0,5,12,36,0,10
7,5,7,8,6,23,1,1,5,0,11,5,89,9,6,0,10
6,13,16,10,2,11,11,0,8,1,2,16,39,5,30,15,9
3,3,6,27,4,7,1,0,32,2,2,2,12,27,49,2,13
8,12,13,23,9,4,5,0,12,0,8,5,53,10,9,1,18
11,6,18,11,3,3,2,1,9,0,13,20,40,11,10,6,28
9,5,14,32,13,4,3,1,19,1,8,5,7,9,23,9,31
18,4,17,20,13,5,5,0,8,10,6,13,8,2,14,1,47
25,7,15,19,11,2,4,1,11,3,12,21,13,4,13,5,26
6,32,11,23,3,4,2,0,2,1,4,0,41,5,55,1,2
3,1,5,22,6,1,0,0,28,0,22,11,29,9,15,2,37
4,3,9,28,8,1,1,0,13,0,1,113,6,2,0,0,2
5,4,37,24,6,4,2,0,20,1,3,15,18,11,23,3,17
12,6,22,20,5,1,4,1,4,3,12,2,11,9,52,2,27
6,16,31,20,13,2,6,0,5,0,7,2,54,5,6,2,18
9,3,8,25,8,7,3,0,68,1,4,4,19,9,14,0,8
10,6,19,28,8,3,4,1,11,2,6,28,14,9,11,5,27
7,5,28,21,14,2,2,0,2,0,7,24,36,10,16,0,17
8,1,10,12,6,0,1,0,41,1,7,11,11,6,57,3,14
3,1,8,5,5,1,0,0,97,0,13,1,7,12,19,9,12
12,12,20,17,7,2,4,0,11,3,7,4,13,16,21,7,36
1,8,33,16,0,5,1,1,21,9,16,0,7,4,23,5,42
9,5,13,24,9,11,2,1,21,2,14,2,15,13,22,5,25
15,9,14,20,12,12,5,0,15,4,5,8,30,11,10,4,18
9,8,19,12,4,20,5,0,17,2,9,13,33,12,7,3,19
11,16,18,30,12,8,10,0,13,5,9,6,18,9,5,3,18
19,10,7,11,8,13,2,1,20,4,7,14,15,14,11,5,30
11,1,19,17,8,3,0,0,9,1,9,51,22,1,20,4,15
5,1,13,21,3,2,0,0,17,2,13,22,24,1,18,0,25
11,14,7,33,7,9,7,0,31,5,3,5,13,5,8,1,33
12,5,16,16,10,15,3,0,35,1,6,16,18,7,15,2,15
17,0,5,9,2,1,5,1,26,0,15,0,4,0,52,6,50
9,4,12,31,2,16,4,0,12,2,7,12,13,8,31,1,27
17,10,16,19,10,3,4,0,11,1,12,8,44,15,5,7,9
5,2,18,5,4,0,1,0,1,0,5,13,22,2,96,1,16
1,0,10,16,9,23,2,0,38,1,0,0,7,0,74,0,13
14,0,20,22,11,0,6,0,34,0,23,4,3,5,35,2,13
0,2,22,49,7,5,0,1,8,5,2,14,5,5,19,2,45
20,7,15,19,7,6,1,0,22,3,9,12,21,10,7,9,23
6,3,25,23,19,20,1,0,20,1,7,11,4,11,25,2,14
4,1,10,20,8,4,1,9,10,0,9,44,24,13,13,8,15
17,2,16,11,6,2,3,0,21,0,9,9,11,5,70,1,9
10,6,13,16,7,3,2,1,12,2,7,5,52,5,19,4,26
13,3,8,12,9,3,4,1,37,5,6,24,31,3,13,3,16
26,5,22,13,9,3,11,2,18,1,11,0,16,7,42,4,3
5,2,4,10,1,4,4,0,34,0,3,0,15,13,9,11,77
3,4,8,11,0,5,0,13,5,0,4,39,39,29,6,7,19
8,5,11,26,5,4,0,0,15,2,22,18,37,4,21,1,12
2,1,18,22,7,15,8,0,25,0,4,29,28,5,14,1,11
26,5,11,20,11,7,2,3,22,3,8,0,11,28,13,6,16
2,2,11,20,13,15,0,0,21,0,8,27,24,5,28,4,12
13,8,10,17,5,5,8,2,22,3,10,5,12,13,24,7,28
13,11,14,16,9,5,7,2,4,5,14,10,19,8,31,7,17
15,6,17,21,5,1,0,0,14,7,17,31,12,3,21,5,15
8,1,17,18,8,0,3,3,10,1,13,36,30,6,12,4,19
10,6,14,18,4,7,5,1,20,2,9,0,14,13,24,5,40
1,2,13,25,24,6,0,0,39,0,5,7,7,5,32,3,21
10,3,8,22,7,18,2,2,17,12,17,4,13,18,11,2,26
13,7,19,16,5,2,4,1,23,2,25,2,11,10,10,9,34
12,6,16,30,11,3,5,0,23,1,6,8,9,7,16,7,30
6,4,16,13,5,1,4,0,33,0,21,21,24,2,36,0,5
10,4,8,39,11,4,2,1,15,2,11,10,22,6,13,13,20
3,2,3,5,2,50,1,0,32,1,2,0,81,5,2,0,3
11,5,12,12,7,1,0,15,8,0,8,41,22,10,8,13,19
26,12,15,11,5,11,2,2,61,1,7,1,11,5,20,0,2
19,4,28,18,7,2,8,0,19,1,20,7,10,6,33,1,10
8,8,14,11,10,3,4,1,50,6,7,4,11,6,23,2,24
20,5,17,17,10,5,2,2,12,3,11,23,22,5,3,4,30
12,3,45,22,7,1,0,0,7,0,14,30,17,1,24,8,1
15,5,15,8,8,5,4,1,10,2,7,40,23,3,24,3,17
12,11,13,14,9,1,4,0,17,1,3,38,19,1,25,7,16
11,0,12,23,16,0,1,1,30,0,16,7,5,5,51,4,10
14,2,23,13,10,1,2,0,28,0,17,8,9,8,38,6,12
7,12,18,14,5,2,12,1,17,0,11,0,11,13,58,3,8
7,0,10,27,3,0,0,1,31,0,9,13,33,1,43,2,12
5,0,8,40,3,0,0,0,44,0,5,8,0,0,79,0,2
7,1,30,29,10,1,1,2,8,0,4,39,11,2,20,5,21
4,7,19,19,5,1,4,0,27,0,19,2,5,15,37,4,25
16,0,30,41,4,0,6,0,16,0,34,8,16,3,17,0,2
10,9,25,20,15,5,8,0,4,4,8,7,31,5,18,2,19
14,6,10,10,5,16,1,1,3,1,6,6,82,17,4,4,5
7,6,14,24,6,7,3,3,17,3,5,7,9,13,16,7,44
6,6,14,24,14,0,1,0,14,0,18,9,44,1,5,6,18
11,7,10,32,13,4,7,3,20,0,11,3,9,22,18,6,16
35,6,17,19,6,4,4,3,40,0,6,0,8,6,35,1,2
8,0,30,24,14,11,2,2,17,2,10,6,3,7,33,2,19
20,4,13,15,4,6,7,1,35,0,13,11,17,10,29,2,6
24,0,26,22,11,0,5,0,20,0,12,18,9,6,28,2,10
7,4,15,10,2,0,0,17,10,0,7,37,23,10,12,13,26
17,5,20,29,8,0,2,1,23,1,9,1,16,6,23,7,25
5,3,7,16,7,0,1,0,38,1,8,16,18,5,50,3,13
7,1,14,24,6,7,12,1,4,1,5,26,24,19,15,3,22
11,5,14,18,8,6,4,2,20,3,12,7,14,11,23,3,30
19,0,33,16,5,1,10,1,16,1,33,15,16,7,8,0,12
8,10,29,14,7,1,3,0,10,1,19,50,21,5,5,4,4
20,6,21,13,12,2,2,0,6,2,11,29,23,3,2,6,31
7,4,38,32,53,1,4,0,7,1,2,0,9,5,26,0,3
9,5,22,31,33,1,0,0,9,1,12,0,14,5,33,3,13
6,20,12,16,11,15,13,0,12,8,5,14,34,0,6,0,22
9,18,3,13,6,12,10,1,41,8,4,6,21,12,4,2,21
14,8,23,18,7,5,9,0,9,2,3,11,39,10,12,2,18
10,2,11,38,17,2,2,0,17,0,9,15,9,4,13,10,33
17,6,10,20,8,7,2,1,14,2,3,10,16,13,8,6,48
6,2,11,14,11,8,1,0,25,0,10,2,59,7,20,1,13
8,5,8,15,20,5,2,2,34,3,9,16,10,7,15,2,31
10,7,12,16,9,6,1,0,11,1,11,1,17,13,32,2,41
7,5,9,18,3,4,3,0,28,5,5,0,12,14,43,5,32
9,4,10,22,9,5,3,1,47,0,8,2,13,14,20,6,19
3,1,8,7,2,7,7,1,31,1,4,36,34,3,26,6,15
22,8,10,13,6,12,2,2,7,3,9,1,19,30,14,6,25
13,4,19,18,9,0,1,3,18,0,12,16,18,7,21,9,25
22,12,8,16,7,8,1,1,15,5,12,9,21,16,12,5,23
5,5,24,45,6,2,2,0,4,3,4,2,46,5,10,19,9
15,2,37,57,1,5,0,0,8,0,14,7,0,3,12,22,10
3,1,5,3,1,1,0,0,2,0,3,0,169,1,0,0,2
20,9,15,9,13,0,2,0,26,4,2,8,19,3,28,7,27
8,7,11,23,12,4,3,2,21,0,14,1,6,26,21,7,26
9,2,11,7,4,1,3,0,9,0,7,0,9,3,16,2,1
17,7,18,18,4,12,7,2,18,1,8,16,20,7,11,7,21
4,2,15,18,13,22,1,0,17,2,8,24,14,9,35,2,7
16,3,16,17,9,1,2,0,18,0,12,14,22,14,24,3,21
37,0,33,14,9,0,7,0,43,0,12,17,0,10,2,0,9
22,11,25,20,12,9,6,1,4,2,9,4,34,12,5,4,13
16,5,15,30,7,2,2,1,16,1,10,6,27,5,29,2,17
15,2,12,7,3,1,2,0,40,0,5,16,25,7,46,1,10
12,8,21,16,9,5,4,0,13,3,5,13,11,8,27,4,31
0,4,15,4,5,25,0,0,16,0,1,70,45,1,6,0,2
14,0,12,27,11,0,1,1,33,0,9,8,10,6,33,5,24
1,2,11,10,3,52,0,0,38,0,5,0,7,9,27,2,24
8,2,9,13,5,0,5,20,7,0,4,36,27,12,13,10,21
15,9,13,16,8,5,9,1,13,4,6,5,18,15,15,2,39
4,0,23,33,3,0,0,0,32,0,22,29,25,0,15,0,7
15,3,16,16,10,1,2,2,15,2,13,14,20,10,27,4,19
26,1,26,24,15,1,4,0,17,1,9,14,7,9,14,2,23
15,8,29,16,9,4,6,1,7,1,9,7,48,15,6,1,11
13,5,8,29,10,3,1,1,11,1,9,8,43,10,11,11,16
11,6,40,10,6,3,22,0,5,2,3,0,27,7,3,40,6
3,6,6,33,13,0,0,0,24,2,11,2,35,5,34,1,16
4,3,19,24,31,2,1,0,15,1,7,1,10,7,48,2,17
4,5,12,6,4,2,0,0,26,0,3,13,16,13,68,5,15
6,6,18,19,5,1,1,1,15,2,11,12,44,8,23,1,18
3,9,8,10,1,2,0,0,16,8,6,24,73,6,21,0,6
8,35,9,10,7,20,15,0,12,13,0,11,23,0,0,0,30
8,1,9,15,0,27,0,0,9,0,9,11,88,3,0,5,8
6,0,11,34,9,0,3,3,27,0,22,7,21,10,26,4,11
5,0,3,0,0,0,0,0,56,0,0,46,0,1,36,10,38
26,4,14,13,4,6,9,2,23,1,10,0,10,4,35,6,8
18,0,8,24,0,44,16,0,3,12,7,0,6,0,5,0,51
3,8,24,24,5,5,1,0,15,6,21,0,10,6,23,7,35
3,0,9,41,6,0,0,0,14,0,11,0,53,4,19,22,10
10,8,16,16,2,14,7,1,12,3,10,6,32,11,12,1,30
15,9,16,19,5,6,5,0,9,1,10,9,50,16,7,2,13
10,8,12,17,7,3,2,1,22,2,17,19,12,9,11,4,35
11,3,13,9,12,2,1,0,53,1,24,8,6,12,26,4,8
4,1,29,6,1,3,14,9,14,0,3,21,25,6,5,37,13
5,6,18,9,6,1,3,0,7,0,12,53,16,3,2,0,2
4,3,10,17,6,4,0,0,70,1,7,1,7,2,8,1,12
23,0,9,27,3,1,0,0,28,0,14,20,28,1,19,0,18
0,4,24,26,3,5,1,0,18,1,3,8,20,38,15,5,23
5,8,17,14,6,0,0,0,21,0,32,26,12,3,10,7,27
7,2,4,28,7,2,2,0,76,0,2,3,13,10,27,1,8
13,2,23,18,8,4,3,2,10,1,16,0,16,14,28,5,28
19,3,31,15,8,1,1,2,14,2,18,25,9,1,5,13,23
16,15,29,18,7,21,10,1,14,7,4,4,21,7,2,1,13
12,10,12,21,9,6,2,0,19,1,7,7,5,15,16,9,39
15,6,12,20,5,6,11,1,5,6,12,1,15,12,13,1,51
26,3,22,15,7,2,3,0,4,0,8,30,39,13,1,0,18
16,0,12,29,21,0,7,6,28,0,7,0,2,18,20,6,21
5,2,9,3,2,8,7,0,36,0,13,19,31,4,40,6,9
4,0,12,32,16,0,5,0,26,0,27,8,7,0,43,5,8
8,9,14,13,0,20,12,3,9,2,9,0,51,5,11,0,25
7,9,7,12,10,17,1,2,6,0,14,9,72,12,5,0,9
10,4,19,20,4,5,3,0,7,0,14,0,18,5,17,8,58
2,5,16,8,6,10,0,0,17,0,3,39,44,3,10,0,4
13,4,18,22,11,1,2,1,28,0,9,4,14,7,42,6,10
6,2,13,22,3,8,2,5,21,5,9,12,11,10,10,7,46
9,4,12,33,14,0,4,3,20,0,11,8,7,15,30,8,15
12,3,11,21,7,1,0,1,34,1,17,1,12,5,43,6,18
10,23,9,26,2,8,6,0,14,0,2,0,27,7,29,3,24
2,6,18,31,18,11,8,0,8,2,9,10,46,1,11,0,12
7,0,25,14,2,1,8,1,21,1,46,9,15,8,14,0,18
10,2,15,28,4,1,2,0,29,0,20,11,34,3,25,1,7
9,5,7,8,12,2,1,0,0,0,19,64,25,3,18,7,12
19,7,16,19,10,2,2,1,9,5,13,19,20,4,6,4,35
7,5,17,22,12,10,3,2,25,0,19,0,10,16,17,5,21
12,7,12,12,6,6,3,1,22,1,11,0,10,16,32,5,36
11,9,17,23,9,4,6,0,26,2,6,3,36,12,8,2,15
13,4,26,18,8,0,1,1,12,0,19,21,17,4,36,3,9
13,7,31,17,6,2,6,4,9,3,8,6,33,15,13,2,17
4,9,30,22,5,3,1,0,23,2,17,0,6,6,32,5,26
8,4,16,23,19,6,5,1,11,1,24,10,12,19,19,1,11
0,9,23,0,0,0,0,0,21,0,0,95,25,0,0,0,0
7,6,15,28,10,4,3,1,21,2,6,8,22,8,13,6,32
12,1,21,6,4,0,5,0,30,0,26,4,4,3,70,0,6
5,0,8,7,4,9,1,0,52,1,5,0,72,4,14,1,9
15,8,8,25,5,4,0,0,9,2,22,8,46,10,10,2,18
7,1,17,7,1,0,2,18,9,0,7,49,32,5,7,11,18
8,5,6,40,17,2,4,3,13,1,19,5,10,23,19,5,14
1,5,22,19,6,7,2,0,15,1,5,18,12,19,21,7,30
12,0,23,25,9,0,7,0,27,0,30,7,5,1,34,5,8
4,2,24,3,11,1,2,0,45,0,27,3,4,10,35,11,11
4,2,11,38,20,2,2,0,16,0,8,7,4,3,14,13,48
7,7,14,16,9,0,1,0,47,0,6,31,39,3,1,4,6
0,15,21,13,14,7,1,1,13,4,22,3,17,10,20,1,29
4,3,6,8,4,7,5,0,25,0,5,25,41,5,29,6,22
8,4,17,17,6,3,3,0,29,0,6,0,16,5,69,1,6
10,5,20,15,4,10,5,0,15,2,4,22,13,9,21,4,32
11,6,12,22,10,4,1,0,45,0,8,2,2,4,37,7,21
10,7,11,17,2,14,7,0,22,0,9,3,8,22,39,2,16
13,4,19,23,9,0,4,2,29,0,21,15,13,6,13,4,15
19,10,18,16,15,8,6,0,2,3,19,7,22,10,19,7,10
11,6,14,20,8,2,4,0,18,1,9,24,6,6,41,6,17
20,11,9,15,11,7,1,1,16,3,4,5,35,18,13,5,19
10,6,19,23,9,7,3,0,11,6,15,0,11,20,26,4,20
14,5,15,22,12,8,6,1,20,6,7,14,31,7,12,1,11
7,14,17,24,14,11,4,0,6,1,9,0,56,8,4,1,16
5,4,10,33,17,5,1,0,24,0,13,0,4,6,27,12,30
9,18,15,14,9,3,3,1,21,0,23,0,27,9,27,0,10
4,7,9,12,7,7,1,0,38,0,18,3,14,15,33,4,19
23,10,12,10,5,16,3,3,11,6,6,1,14,28,11,7,27
0,5,15,16,5,16,1,0,24,4,6,10,49,5,5,1,30
18,4,23,32,15,3,5,0,14,0,10,13,9,7,8,7,24
6,22,11,5,2,6,1,0,11,0,4,0,25,14,56,4,23
7,4,11,12,6,7,4,0,63,0,9,0,13,13,21,4,19
17,0,3,67,6,12,0,0,2,0,2,6,39,1,6,28,4
5,3,18,18,8,9,1,0,18,4,5,24,10,11,19,3,36
3,2,5,22,4,12,1,0,17,2,11,2,17,13,32,2,48
5,4,6,13,2,8,6,0,31,3,10,17,27,2,32,6,21
13,2,20,23,10,4,2,0,26,1,19,13,12,5,15,6,21
12,6,22,11,8,3,5,0,14,1,28,1,44,8,5,15,9
26,5,7,12,7,4,7,3,28,0,14,0,15,14,36,7,9
7,6,11,36,5,2,1,0,10,2,6,2,33,12,19,15,24
0,0,0,0,0,0,0,0,23,0,0,53,0,0,72,0,50
7,9,15,20,13,3,4,2,17,3,14,4,30,11,14,0,26
10,6,19,32,5,3,4,1,44,1,6,1,13,13,15,2,19
13,6,13,15,11,1,4,2,25,1,11,1,34,9,11,2,32
12,9,14,15,6,1,3,1,15,1,8,1,10,11,15,5,35
12,1,21,17,6,4,8,0,27,4,29,16,18,4,10,0,13
8,10,18,15,1,20,14,4,14,6,11,0,3,7,16,0,45
28,8,20,16,9,5,9,2,13,2,10,2,15,8,33,4,7
5,2,17,27,4,1,0,0,30,0,23,0,1,2,67,4,11
5,5,5,15,15,9,1,0,35,0,9,15,5,12,23,2,37
15,2,15,14,6,7,4,3,14,1,15,8,14,13,27,3,30
18,9,31,18,9,4,9,0,5,2,7,1,22,13,29,2,12
0,0,21,43,18,0,12,0,28,0,12,52,10,0,0,0,0
12,5,6,18,5,6,3,2,65,1,12,2,11,16,11,2,13
16,9,14,17,10,12,5,0,16,3,5,7,28,10,12,5,22
6,4,18,31,12,0,1,0,6,3,16,26,33,4,11,2,19
22,3,22,12,11,0,3,1,32,0,18,2,3,6,44,6,5
8,2,30,38,12,1,11,1,5,0,7,19,22,10,5,0,20
8,2,18,24,8,1,1,0,19,0,10,34,23,4,32,0,7
8,5,20,34,12,2,3,1,20,0,8,8,11,6,20,6,27
6,22,12,7,2,7,2,0,16,0,4,0,26,11,44,6,25
24,5,20,15,6,3,3,0,1,0,12,22,56,16,0,0,10
3,6,14,33,14,4,0,0,18,0,10,5,17,7,21,6,34
6,25,32,6,4,2,3,0,1,1,2,4,29,4,70,0,3
0,6,8,7,5,10,9,0,17,0,3,36,50,1,19,5,18
0,0,14,37,13,0,0,0,12,0,4,35,0,0,25,8,44
18,3,27,21,9,2,7,1,16,1,14,7,14,9,17,4,22
6,2,6,5,8,8,0,8,9,0,11,39,34,4,45,3,4
8,11,11,11,9,6,6,1,33,4,14,4,13,13,20,7,20
5,7,22,9,10,18,0,7,26,0,22,1,2,7,31,14,13
10,5,25,31,16,3,3,0,10,1,9,20,19,6,6,7,21
0,20,3,18,0,16,0,7,10,5,3,0,30,12,19,4,47
13,1,16,15,11,0,0,0,19,0,9,43,34,2,5,3,20
13,1,22,31,4,0,1,0,24,0,16,22,22,3,2,11,18
7,7,6,43,4,5,1,0,11,5,7,11,32,5,12,15,20
4,6,12,9,6,2,0,1,9,0,22,68,21,8,8,0,15
0,0,5,17,22,10,0,0,14,0,24,2,0,14,81,0,2
18,9,17,22,4,6,8,1,21,1,7,7,14,11,23,6,17
14,0,25,6,0,0,1,0,60,4,19,14,0,0,29,0,22
11,0,16,18,2,0,0,0,48,0,13,12,2,2,40,13,14
15,8,23,21,11,3,5,0,9,4,11,3,24,17,18,3,16
10,5,8,15,14,0,3,3,24,0,30,0,6,11,54,0,9
2,3,19,14,2,4,1,1,23,1,28,0,10,8,15,8,54
7,6,20,40,26,2,3,0,19,0,18,0,10,2,18,11,9
7,3,17,15,4,6,9,0,7,5,5,5,14,1,27,4,63
14,7,11,13,8,14,4,2,22,2,13,9,11,10,17,3,32
14,8,27,24,29,4,4,0,8,3,7,2,12,10,24,3,12
2,13,43,27,1,0,1,0,18,0,31,0,3,2,15,17,19
10,12,20,10,4,3,2,0,22,0,8,0,9,23,20,8,39
3,5,21,11,2,8,7,0,31,0,11,16,21,1,35,8,10
6,4,18,17,2,2,3,0,7,0,2,39,8,5,42,1,35
5,6,5,11,5,22,0,0,5,0,5,8,102,11,0,0,8
12,9,20,16,9,6,6,1,6,3,19,5,24,10,28,7,10
17,9,26,14,7,2,6,0,4,1,10,20,44,8,3,4,14
12,10,15,20,17,1,5,3,13,0,20,1,20,15,25,0,15
4,3,11,9,2,1,0,0,14,0,3,28,15,3,68,4,27
1,5,10,19,16,2,0,0,25,0,16,1,5,28,38,4,22
7,1,5,43,7,0,1,0,45,0,7,0,5,4,55,1,10
23,5,15,15,5,4,9,2,28,1,11,0,11,6,44,5,7
